,url,headline,is_paid,date_published,channel,original_headline,newspaper,corona_score,vaccine
491,https://www.spiegel.de/panorama/bilder-der-woche-12-21-von-ziegen-lernen-heisst-siegen-lernen-a-70bb6b17-b29d-4833-b8a2-ef3cacaf9ad9,bilder woche ziegen lernen heißen siegen lernen,False,2021-03-27,Panorama,Bilder der Woche Von Ziegen lernen heißt siegen lernen,Der Spiegel,0.8571428571428571,n/a
492,https://www.spiegel.de/politik/ausland/kamala-harris-und-die-fluechtlingskrise-in-den-usa-feuerprobe-fuer-die-vizepraesidentin-a-ed0f02a0-aebf-457a-86d3-d34b9ecf82cc,flüchtlingskrise usa feuerprobe kamala harris,False,2021-03-27,Politik,Flüchtlingskrise in den USA Feuerprobe für Kamala Harris,Der Spiegel,0.6,n/a
495,https://www.spiegel.de/politik/ausland/myanmar-militaerregierung-schiesst-auf-demonstranten-16-menschen-sterben-a-6f9513ef-de24-48a2-9980-3d39c3020cf8,myanmar militärregierung schießen demonstranten mindestens 60 menschen sterben,False,2021-03-27,Politik,Myanmar Militärregierung schießt auf Demonstranten   mindestens 60 Menschen sterben,Der Spiegel,0.875,n/a
496,https://www.spiegel.de/politik/deutschland/bodo-ramelow-schildert-die-ereignisse-der-bund-laender-konferenzen-a-29408805-a03d-4f06-b1da-d5b2ecd16ce6,thüringens ministerpräsident osterdebakel schiefgelaufen herr ramelow,False,2021-03-27,Politik,Thüringens Ministerpräsident über das Osterdebakel Was ist da schiefgelaufen Herr Ramelow,Der Spiegel,0.6666666666666666,n/a
497,https://www.spiegel.de/politik/ausland/25-jahres-plan-iran-und-china-schmieden-enge-wirtschafts-kooperation-a-e6ab7285-37bf-46f0-8073-3a1c5f772140,strategische zusammenarbeit iran china schmieden eng wirtschaftskooperation,False,2021-03-27,Politik,Strategische Zusammenarbeit Iran und China schmieden enge Wirtschaftskooperation,Der Spiegel,0.5714285714285714,n/a
498,https://www.spiegel.de/wirtschaft/mehr-privatsphaere-deutsche-bahn-plant-rueckkehr-zu-abteilen-a-2fa89a41-cc71-4c85-94cb-da2cdc37577a,mehr privatsphäre deutsch bahn planen rückkehr abteilen,False,2021-03-27,Wirtschaft,Mehr Privatsphäre Deutsche Bahn plant Rückkehr zu Abteilen,Der Spiegel,0.7142857142857143,n/a
499,https://www.spiegel.de/politik/deutschland/news-jens-spahn-masken-affaeren-corona-katastrophe-in-brasilien-a-a6b03759-3f57-4709-8d02-65c61a2b6d7d,lage morgen jens spahn telefon papstes,False,2021-03-27,Politik,Die Lage am Morgen Jens Spahn und das Telefon des Papstes,Der Spiegel,1.0,n/a
501,https://www.spiegel.de/wissenschaft/medizin/corona-news-am-samstag-die-wichtigsten-entwicklungen-zu-sars-cov-2-und-covid-19-a-4eda0df2-5709-4257-a49e-862ee33d91ec,corona news 27 märz berlin verpflichten unternehmen homeoffice tests,False,2021-03-27,Wissenschaft, Corona News am 27 März  Berlin verpflichtet Unternehmen zu Homeoffice und Tests,Der Spiegel,1.0,n/a
502,https://www.spiegel.de/politik/ausland/georgia-joe-biden-verurteilt-wahlrechtsreform-als-diskriminierung-von-afroamerikanern-a-0780eb43-a04b-4b1d-a0ce-f4f6f9d6cb8d,neu gesetz us bundesstaat georgia biden verurteilen wahlrechtsreform diskriminierung afroamerikanern,False,2021-03-27,Politik,Neues Gesetz im US Bundesstaat Georgia Biden verurteilt Wahlrechtsreform als Diskriminierung von Afroamerikanern,Der Spiegel,0.7,n/a
503,https://www.spiegel.de/politik/deutschland/wochenrueckblick-merkels-entschuldigung-eu-und-impfdesaster-missbrauch-in-der-katholischen-kirche-podcast-a-277173fd-fbc6-4016-a3b9-4206295b51ef,spiegel daily podcast wochenrückblick merkels entschuldigung eu impfdesaster missbrauch katholisch kirche,False,2021-03-27,Politik,SPIEGEL Daily Podcast Wochenrückblick Merkels Entschuldigung EU und das Impfdesaster Missbrauch in der katholischen Kirche,Der Spiegel,0.5454545454545454,n/a
504,https://www.spiegel.de/politik/ausland/corona-weltgesundheitsorganisation-who-bittet-um-impfdosen-fuer-aermere-laender-a-b46805aa-6e5a-4bd1-b661-af35ec26715f,coronapandemie who bitten impfdosen arm länder,False,2021-03-27,Politik,Coronapandemie WHO bittet um Impfdosen für ärmere Länder,Der Spiegel,1.0,n/a
505,https://www.spiegel.de/wirtschaft/corona-impfung-welches-bundesland-impft-wie-und-in-welcher-reihenfolge-a-3f811822-212e-44ae-a8fc-44b98d61ebaa,impfchaos deutschland postleitzahl entscheiden darüber groß risiko,False,2021-03-27,Wirtschaft,Impfchaos in Deutschland Die Postleitzahl entscheidet darüber wie groß das Risiko ist,Der Spiegel,0.7142857142857143,n/a
506,https://www.spiegel.de/wirtschaft/usa-was-joe-bidens-konjunkturpaket-fuer-europa-und-die-welt-bedeutet-a-214918ae-43b5-48fc-8b82-1c3884597f1c,us haushaltsdefizit rückkehr pump kapitalismus,False,2021-03-27,Wirtschaft,US Haushaltsdefizit Die Rückkehr des Pump Kapitalismus,Der Spiegel,0.6,n/a
510,https://www.spiegel.de/panorama/gesellschaft/corona-lage-in-altenheimen-geimpft-aber-das-leben-ist-noch-lange-nicht-normal-a-5f90447b-0002-0001-0000-000176746229,coronalage altenheimen senioren impfen leben lang normal,False,2021-03-27,Panorama,Coronalage in Altenheimen Die Senioren sind geimpft aber ihr Leben ist noch lange nicht normal,Der Spiegel,1.0,n/a
515,https://www.spiegel.de/politik/deutschland/anne-will-merkel-draengt-laender-zu-haerterem-corona-kurs-a-d3cc0c39-dddf-43cb-8711-7a3564bd81a1,bundeskanzlerin anne merkel drängen länder hart coronakurs,False,2021-03-28,Politik,Bundeskanzlerin bei Anne Will Merkel drängt Länder zu härterem Coronakurs,Der Spiegel,1.0,n/a
518,https://www.spiegel.de/politik/ausland/coronakrise-in-der-slowakei-regierungschef-will-posten-mit-finanzminister-tauschen-a-7f29a86d-559a-4b4a-b945-15cca70e25a3,streit coronapolitik slowakischer regierungschef posten finanzminister tauschen,False,2021-03-28,Politik,Streit über Coronapolitik Slowakischer Regierungschef will Posten mit Finanzminister tauschen,Der Spiegel,0.7142857142857143,n/a
521,https://www.spiegel.de/politik/ausland/rassismus-in-den-usa-der-fall-des-negro-creek-in-kansas-a-7f44b84d-04cb-410f-8e37-016558d4417e,negro creek us bundesstaat kansas kleine bach böse namen,False,2021-03-28,Politik,Negro Creek im US Bundesstaat Kansas Der kleine Bach mit dem bösen Namen,Der Spiegel,0.5555555555555556,n/a
524,https://www.spiegel.de/panorama/osterferien-beginn-tausende-fliegen-nach-mallorca-autobahnen-bleiben-frei-a-0c4c7a77-765b-4e8e-b6b4-c78c785c80d2,osterferienbeginn tausende fliegen mallorca autobahnen bleiben frei,False,2021-03-28,Panorama,Osterferienbeginn Tausende fliegen nach Mallorca   Autobahnen bleiben frei,Der Spiegel,0.7142857142857143,n/a
525,https://www.spiegel.de/kultur/literatur/debatte-um-klasse-her-mit-den-empoerungsromanen-a-662701de-116f-45e7-b50a-b36dc50b1d8b,debatte klasse her empörungsromanen,False,2021-03-28,Kultur,Debatte über Klasse Her mit den Empörungsromanen,Der Spiegel,0.75,n/a
528,https://www.spiegel.de/panorama/wut-in-den-niederlanden-kirchenbesucher-greifen-journalisten-an-a-9b186cb2-45d3-4744-b073-b7c3b9b68cb5,wut niederlanden kirchenbesucher greifen journalisten,False,2021-03-28,Panorama,Wut in den Niederlanden Kirchenbesucher greifen Journalisten an,Der Spiegel,0.8,n/a
529,https://www.spiegel.de/panorama/new-york-steht-kurz-vor-der-legalisierung-von-cannabis-a-ab99be97-7b3e-4d9d-9258-bd8f2dc14819,15 bundesstaat new york stehen kurz legalisierung cannabis,False,2021-03-28,Panorama,15 Bundesstaat New York steht kurz vor der Legalisierung von Cannabis,Der Spiegel,0.75,n/a
533,https://www.spiegel.de/politik/ausland/explosion-in-indonesien-mindestens-14-verletzte-bei-mutmasslichem-bombenanschlag-auf-kirche-a-4e9b75f6-e409-4121-897f-e3828760de81,explosion indonesien mindestens 14 verletzen mutmaßlich bombenanschlag kirche,False,2021-03-28,Politik,Explosion in Indonesien Mindestens 14 Verletzte bei mutmaßlichem Bombenanschlag auf Kirche,Der Spiegel,0.75,n/a
536,https://www.spiegel.de/wissenschaft/medizin/corona-impfstoff-hausaerztin-impft-in-ihrer-praxis-a-65592ead-03ac-4489-953e-9c67d49dec14,impfen hausarztpraxis tränen augen,False,2021-03-28,Wissenschaft,Impfen in der Hausarztpraxis Da hat man Tränen in den Augen,Der Spiegel,1.0,n/a
541,https://www.spiegel.de/panorama/zeitumstellung-im-britischen-parlament-das-haus-der-2000-uhren-a-367ff58a-9448-48f2-b5a4-3ee570c5ba90,kurios zeitumstellung britisch parlament wer uhr drehen parlamentspräsident,False,2021-03-28,Panorama,Kuriose Zeitumstellung im britischen Parlament Wer hat an der Uhr gedreht Der Parlamentspräsident,Der Spiegel,0.625,n/a
544,https://www.spiegel.de/politik/ausland/italien-der-kampf-der-muetter-aus-der-roten-zone-von-venetien-gegen-umweltverschmutzung-a-f35e997b-b6d7-4aef-bac2-9db7bcdf7214,umweltverschmutzung italien kampf mütter rot zone,False,2021-03-28,Politik,Umweltverschmutzung in Italien Der Kampf der Mütter aus der roten Zone,Der Spiegel,0.6666666666666666,n/a
545,https://www.spiegel.de/politik/ausland/corona-impfstoffe-transportieren-eine-logistische-mammutaufgabe-a-eb645d1f-dedb-4029-b473-74500073b80f,anruf firma kühlsysteme geben fälle impfdosen bierkühlern transportieren werden,False,2021-03-28,Politik,Anruf bei einer Firma für Kühlsysteme Es gab Fälle da sind Impfdosen in Bierkühlern transportiert worden,Der Spiegel,0.5555555555555556,n/a
546,https://www.spiegel.de/wirtschaft/corona-krise-warum-die-angst-vor-inflation-berechtigt-ist-kolumne-a-559359c6-f5ba-4cec-8ad9-dd4089e90f8f,unsicherheit coronakrise warum angst inflation berechtigen,False,2021-03-28,Wirtschaft,Unsicherheit in der Coronakrise Warum die Angst vor Inflation berechtigt ist,Der Spiegel,1.0,n/a
548,https://www.spiegel.de/politik/ausland/nikol-paschinjan-armeniens-ministerpraesident-kuendigt-ruecktritt-an-a-1f5c3483-cee1-4749-8b05-927f0e056287,bergkarabach konflikt armeniens ministerpräsident kündigen rücktritt,False,2021-03-28,Politik,Bergkarabach Konflikt Armeniens Ministerpräsident kündigt Rücktritt an,Der Spiegel,0.6666666666666666,n/a
549,https://www.spiegel.de/politik/ausland/corona-in-indien-beistand-bieten-nur-die-goetter-a-b2d88efb-67b5-454b-9f13-cdf4ab649de5,jahr corona indien beistehen bieten götter,False,2021-03-28,Politik,Ein Jahr Corona in Indien Beistand bieten nur die Götter,Der Spiegel,1.0,n/a
551,https://www.spiegel.de/politik/deutschland/neuer-lockdown-laender-streiten-ueber-die-notbremse-und-ein-naechstes-treffen-noch-vor-ostern-a-58b98274-511a-49cc-94ab-56648632a94f,coronakrise länder streiten notbremse treffen ostern,False,2021-03-28,Politik,Coronakrise Länder streiten über die Notbremse   und ein Treffen noch vor Ostern,Der Spiegel,1.0,n/a
553,https://www.spiegel.de/politik/ausland/china-im-streit-um-die-uiguren-verhaengt-das-land-sanktionen-gegen-vertreter-aus-den-usa-und-kanada-a-4d728aa3-1f70-4245-a9dc-5d5b65f8d3b0,streit uiguren china verhängen sanktionen vertreter usa kanada,False,2021-03-28,Politik,Streit über Uiguren China verhängt Sanktionen gegen Vertreter aus den USA und Kanada,Der Spiegel,0.875,n/a
555,https://www.spiegel.de/geschichte/deutscher-kolonialismus-in-afrika-wo-steckt-der-kopf-des-mangi-meli-a-1e5ab093-222a-4453-93d3-597e8aea417c,deutsch kolonialismus afrika stecken kopf mangi meli,False,2021-03-28,Geschichte,Deutscher Kolonialismus in Afrika Wo steckt der Kopf des Mangi Meli,Der Spiegel,0.5714285714285714,n/a
559,https://www.spiegel.de/politik/deutschland/ost-west-wanderung-neue-bundeslaender-werden-attraktiver-und-verlieren-dennoch-einwohner-an-den-westen-a-08a63688-be42-4188-bcab-3cb934f120da,ost west wanderung neue bundesländer attraktiv verlieren dennoch einwohner westen,False,2021-03-28,Politik,Ost West Wanderung Neue Bundesländer werden attraktiver   und verlieren dennoch Einwohner an den Westen,Der Spiegel,0.7,n/a
561,https://www.spiegel.de/politik/oesterreichs-wiener-zeitung-die-aelteste-tageszeitung-der-welt-ist-in-gefahr-a-5231412f-17ea-434c-8573-df2b07f47434,alt tageszeitung welt wiener zeitung kämpfen ums überleben,False,2021-03-28,Politik,Älteste Tageszeitung der Welt Die Wiener Zeitung kämpft ums Überleben,Der Spiegel,0.75,n/a
563,https://www.spiegel.de/politik/ausland/brasilien-jair-bolsonaro-nutzt-die-corona-krise-um-die-demokratie-abzuwickeln-a-5b2e14ba-58cf-432f-a3bb-effc0e6c27a9,jair bolsonaro führen brasilien katastrophe stoppen mann,False,2021-03-28,Politik,Jair Bolsonaro führt Brasilien in die Katastrophe Stoppt diesen Mann,Der Spiegel,1.0,n/a
564,https://www.spiegel.de/panorama/gesellschaft/beduerftige-im-lockdown-die-ein-oder-andere-familie-wird-jetzt-kraeftig-ins-schwitzen-geraten-a-80cd9591-4e03-41a0-a458-6fb4c93dcd7e,bedürftige verpatzen oster lockdown politik vergessen menschen monatsbeginn einkaufen gehen müssen,False,2021-03-28,Panorama,Bedürftige und der verpatzte Oster Lockdown Die Politik hat vergessen dass diese Menschen zum Monatsbeginn einkaufen gehen müssen,Der Spiegel,1.0,n/a
568,https://www.spiegel.de/politik/ausland/myanmar-gewalt-des-militaers-gegen-protestbewegung-eskaliert-a-51442f34-bd82-4241-b231-aa47a0b43902,myanmar ende menschlichkeit,False,2021-03-28,Politik,Myanmar Das Ende der Menschlichkeit,Der Spiegel,0.6666666666666666,n/a
569,https://www.spiegel.de/wirtschaft/anstieg-der-sparguthaben-deutsche-horten-in-der-pandemie-rekordsummen-a-9bf3e632-3650-49fa-98ea-a5fa3d7813f4,ansteigen sparguthaben deutsch horten pandemie rekordsummen,False,2021-03-28,Wirtschaft,Anstieg der Sparguthaben Deutsche horten in der Pandemie Rekordsummen,Der Spiegel,1.0,n/a
571,https://www.spiegel.de/wissenschaft/medizin/coronavirus-news-inzidenz-in-deutschland-steigt-auf-knapp-130-a-a6d49e12-6271-4a3b-8237-a0e7732b338f,corona news 28 märz paul ziemiak flexibel impfreihenfolge,False,2021-03-28,Wissenschaft,Corona News am 28 März Paul Ziemiak für flexiblere Impfreihenfolge,Der Spiegel,1.0,n/a
573,https://www.spiegel.de/panorama/corona-comeback-briten-entdecken-den-tee-wieder-a-91db04a4-f5fc-4929-b209-db61831fa4ab,corona comeback briten entdecken tee,False,2021-03-28,Panorama,Corona Comeback Briten entdecken den Tee wieder,Der Spiegel,1.0,n/a
574,https://www.spiegel.de/panorama/grosseinsatz-in-hessen-mann-feuert-schuss-im-zug-ab-a-a5cfde3f-dbc7-494e-9b19-75d93321d47b,großeinsatz hessen mann feuern schuss zug ab,False,2021-03-28,Panorama,Großeinsatz in Hessen Mann feuert Schuss im Zug ab,Der Spiegel,0.5714285714285714,n/a
576,https://www.spiegel.de/politik/ausland/lesbos-neues-fluechtlingslager-auf-lesbos-wird-nicht-rechtzeitig-fertig-a-84116738-f80a-4608-8ec3-61f09d89f56c,unterbringung geflüchteten neu lager lesbos rechtzeitig fertigen,False,2021-03-28,Politik,Unterbringung von Geflüchteten Neues Lager auf Lesbos wird nicht rechtzeitig fertig,Der Spiegel,0.5714285714285714,n/a
577,https://www.spiegel.de/politik/deutschland/neuer-lockdown-tagt-die-naechste-bund-laender-runde-noch-vor-ostern-a-4a69ce20-8259-40f1-90d1-b028374d6347,neu lockdown tagen nächst bund länder runden ostern,False,2021-03-28,Politik,Neuer Lockdown Tagt die nächste Bund Länder Runde noch vor Ostern,Der Spiegel,1.0,n/a
582,https://www.spiegel.de/politik/ausland/usa-joe-biden-will-das-corona-impftempo-nochmals-erhoehen-a-e28684db-6f51-417a-9c88-471b867b514f,coronakrise usa rennen leben tod biden impftempo nochmals erhöhen,False,2021-03-29,Politik,Coronakrise in den USA Rennen um Leben und Tod   Biden will Impftempo nochmals erhöhen,Der Spiegel,0.7777777777777778,n/a
584,https://www.spiegel.de/politik/ausland/libyen-kuestenwache-faengt-offenbar-fast-tausend-fluechtlinge-ab-a-6055510d-7746-4f11-afb6-1c3b977d37be,europa libysche küstenwache fangen offenbaren fast tausend flüchtlinge ab,False,2021-03-29,Politik,Auf dem Weg nach Europa Libysche Küstenwache fängt offenbar fast tausend Flüchtlinge ab,Der Spiegel,0.7777777777777778,n/a
585,https://www.spiegel.de/politik/deutschland/urlaubsreisen-ins-ausland-bleiben-erlaubt-bundesregierung-spricht-kein-verbot-aus-a-35959048-71a8-45f1-80c0-ad3d5c0d3017,regierung sprechen verbieten urlaubsreisen ausland bleiben erlauben,False,2021-03-29,Politik,Regierung spricht kein Verbot aus Urlaubsreisen ins Ausland bleiben erlaubt,Der Spiegel,0.8571428571428571,n/a
589,https://www.spiegel.de/politik/ausland/geberkonferenz-deutschland-will-milliardenhilfen-fuer-syrien-sammeln-a-9ab2f151-565b-465d-a635-e2f982f6799e,geberkonferenz bundesregierung syrien milliarden helfen,False,2021-03-29,Politik,Geberkonferenz Bundesregierung will in Syrien mit Milliarden helfen,Der Spiegel,0.8,n/a
590,https://www.spiegel.de/politik/deutschland/angela-merkel-in-der-corona-krise-die-machtprobe-a-5e0dcad2-216a-4c85-8c2e-07518340e114,kanzlerin drohen ministerpräsidenten testen merkel machen,False,2021-03-29,Politik,Kanzlerin droht Ministerpräsidenten So testet Merkel noch einmal ihre Macht,Der Spiegel,1.0,n/a
591,https://www.spiegel.de/panorama/justiz/ingolstadt-betrueger-soll-nicht-existierende-autos-fuer-rund-600-000-euro-verkauft-haben-a-b3ebc97e-e1f9-44cf-bf0d-e537889418aa,fahndung mutmaßlich betrüger mann existierend autos rund 600000 euro verkaufen,False,2021-03-29,Panorama,Fahndung nach mutmaßlichem Betrüger Mann soll nicht existierende Autos für rund 600000 Euro verkauft haben,Der Spiegel,0.6,n/a
593,https://www.spiegel.de/politik/ausland/sanktionen-gegen-militaer-usa-setzen-handelsabkommen-mit-myanmar-aus-a-bf05b2ab-553a-403f-aa34-8c59f7f15567,gewalt zivilisten usa setzen handelsabkommen myanmar,False,2021-03-29,Politik,Gewalt gegen Zivilisten USA setzen Handelsabkommen mit Myanmar aus,Der Spiegel,0.8333333333333334,n/a
594,https://www.spiegel.de/kultur/literatur/robert-habeck-bei-spitzentitel-ueber-corona-politik-und-sein-buch-a-ea819881-d8cf-4bfc-aac3-fae2f7cf5955,robert habeck spitzentitel laden zerlegen,False,2021-03-29,Kultur,Robert Habeck bei Spitzentitel Es kann den Laden auch zerlegen,Der Spiegel,0.6,n/a
596,https://www.spiegel.de/panorama/justiz/mafia-polizei-spuert-mutmassliches-mitglied-in-der-dominikanischen-republik-auf-durch-kochvideos-a-c950259f-c36d-412d-b749-72d3b719953d,kochvideos überführen polizei nehmen mutmaßlich mafiamitglied fest,False,2021-03-29,Panorama,Durch Kochvideos überführt Polizei nimmt mutmaßliches Mafiamitglied fest,Der Spiegel,0.5714285714285714,n/a
597,https://www.spiegel.de/politik/deutschland/news-des-tages-cdu-ministerpraesidenten-mucken-auf-sozialwohnungen-bleiben-knapp-schiedsrichterinnen-erst-recht-a-b0099f4a-3ef3-4df0-ad4e-a6d5dd71d625,lage abend merkel cdu rasselbande griff,False,2021-03-29,Politik,Die Lage am Abend Hat Merkel ihre CDU Rasselbande nicht im Griff,Der Spiegel,1.0,n/a
600,https://www.spiegel.de/politik/deutschland/corona-politik-michael-mueller-wehrt-sich-gegen-angela-merkels-laender-bashing-a-a249f13c-6aac-4237-ac66-44a015e2c31c,merkels kritik coronapolitik müller wehren länder bashing,False,2021-03-29,Politik,Merkels Kritik an Coronapolitik Müller wehrt sich gegen Länder Bashing,Der Spiegel,0.8571428571428571,n/a
602,https://www.spiegel.de/wirtschaft/corona-pandemie-warum-wir-jetzt-einen-harten-lockdown-brauchen-a-9947db36-883b-4abe-ade4-5e646d175b17,zaudernd politik brauchen harten lockdown sofort,False,2021-03-29,Wirtschaft,Zaudernde Politik Wir brauchen einen harten Lockdown   sofort,Der Spiegel,1.0,n/a
603,https://www.spiegel.de/panorama/bildung/berlin-schule-will-fuer-corona-nachhilfe-samstags-oeffnen-a-7a96b46a-1645-4cda-b590-3e75d64e8b57,corona nachhilfe berliner schule samstags öffnen,False,2021-03-29,Panorama,Corona Nachhilfe Berliner Schule will samstags öffnen,Der Spiegel,1.0,n/a
606,https://www.spiegel.de/wirtschaft/soziales/oel-gegen-impfstoff-venezuelas-praesident-schlaegt-tausch-vor-a-c27a0cef-6110-48f6-b86b-869762692b49,coronavirus öl impfstoff venezuelas präsident schlagen tausch,False,2021-03-29,Wirtschaft,Coronavirus Öl gegen Impfstoff   Venezuelas Präsident schlägt Tausch vor,Der Spiegel,1.0,n/a
609,https://www.spiegel.de/kultur/game-of-thrones-autor-george-r-r-martin-macht-mega-deal-ueber-fuenf-jahre-mit-hbo-a-fc3ec4f2-ad27-4547-99d1-e12f4e892148,game of thrones autor george r r martin schließen offenbaren megadeal hbo ab,False,2021-03-29,Kultur,Game of Thrones Autor George R R Martin schließt offenbar Megadeal mit HBO ab,Der Spiegel,0.5384615384615384,n/a
610,https://www.spiegel.de/wirtschaft/unternehmen/corona-impfstoff-von-johnson-und-johnson-deutschland-bekommt-zehn-millionen-dosen-bis-ende-juni-a-927f6c23-4e8e-4fc5-b971-20cdc04ebc25,coronakrise deutschland bekommen ende juni zehn millionen impfdosen johnson & johnson,False,2021-03-29,Wirtschaft,Coronakrise Deutschland bekommt bis Ende Juni zehn Millionen Impfdosen von Johnson & Johnson,Der Spiegel,1.0,n/a
612,https://www.spiegel.de/politik/ausland/george-floyd-prozess-gegen-ex-polizisten-derek-chauvin-beginnt-a-91fa784c-8819-4bb0-8f7c-ac2506a31f92,hauptverfahren fall george floyd verhandlungsbeginn 846 minuten gedenken,False,2021-03-29,Politik,Hauptverfahren im Fall George Floyd Vor Verhandlungsbeginn 846 Minuten Gedenken,Der Spiegel,0.625,n/a
615,https://www.spiegel.de/politik/ausland/myanmar-han-lay-dringender-appell-eines-models-bitte-helft-myanmar-a-acaf43fd-27dc-4d2f-b7f4-af06449db14e,verzweifelt appell models bitte helfen myanmar,False,2021-03-29,Politik,Verzweifelter Appell eines Models Bitte helft Myanmar,Der Spiegel,0.6666666666666666,n/a
616,https://www.spiegel.de/politik/deutschland/coronapolitik-robert-habeck-uebt-heftige-kritik-an-der-aktuellen-coronapolitik-im-spiegel-spitzentitel-a-a4637007-070e-4ebc-be5b-c86312624c7d,robert habeck spitzentitel ministerpräsidenten lesen konferenz onlinemedien wissen kanzleramt passieren,False,2021-03-29,Politik,Robert Habeck im Spitzentitel Ministerpräsidenten lesen während der Konferenz Onlinemedien um zu wissen was im Kanzleramt passiert,Der Spiegel,0.8,n/a
